,image,MSE,PSNR,SSIM
481,he95226,323.5784098307292,22.992934319354564,0.61523414
482,he95227,416.2227376302083,22.15826215411848,0.587413
483,he95228,173.47991943359375,25.369417074780202,0.6021468
484,he95251,484.7237141927083,21.094635644009344,0.5667796
485,he95252,216.43084716796875,25.351538052141795,0.66034526
486,he95294,194.4973347981771,25.42828052823821,0.6068315
487,he95314,100.66898600260417,27.75168067491148,0.51581514
488,he95315,50.08979288736979,31.40263138659336,0.6400166
489,he95316,118.51513671875,26.9903787263563,0.60435754
490,he95317,489.335205078125,20.976785871043656,0.59079164
491,he95318,152.9218546549479,27.086606273287273,0.6544699
492,he95319,127.74141438802083,27.141983729509086,0.6000646
493,he95338,70.73666381835938,29.780335987844857,0.3604436
494,he95339,157.18719482421875,26.12062255245238,0.47925606
495,he95340,198.505126953125,25.161356628269353,0.56119436
496,he95341,92.30257161458333,28.966691874571975,0.63777107
497,he95360,164.62158203125,25.5314156569032,0.6407444
498,he95361,157.7382609049479,26.128679654508616,0.5766241
499,he95362,79.40215555826823,29.291421173285013,0.45299253
500,he95363,62.325775146484375,30.149233084538448,0.49967173
501,he95364,290.8972574869792,23.194176184737117,0.44884595
502,he95365,146.74227905273438,26.494982145379495,0.5102329
503,he95366,218.75333658854166,24.62414729064009,0.68017644
504,he95385,49.325663248697914,31.406306492062033,0.58599526
505,he95386,98.86395263671875,28.148686369390603,0.60703343
506,he95387,73.35062154134114,29.87040325573227,0.6183098
507,he95388,70.74368286132812,29.849435399639294,0.46524033
508,he95389,99.99458821614583,28.206046661255606,0.6392007
509,he95390,54.17614237467448,31.46324958422664,0.66865015
510,he95408,275.25575764973956,23.47558867865743,0.5413375
511,he95409,66.12430318196614,30.339088150973907,0.5217729
512,he95410,78.52828470865886,29.451305798129756,0.4976275
513,he95411,76.96912638346355,29.201796080206446,0.5899144
514,he95412,81.85791524251302,28.852454376930254,0.5572402
515,he95413,71.94854227701823,29.403485600003968,0.6483731
516,he95432,192.86600748697916,25.323342965660398,0.53133875
517,he95433,144.51551310221353,26.67196260214066,0.39624846
518,he95434,65.86921691894531,30.33519916757919,0.47947493
519,he95436,66.47013854980469,29.935211638548115,0.57611173
520,he95437,48.06331888834635,31.232027886772407,0.62749165
521,he95438,19.06250508626302,35.47644829438446,0.68397194
522,he95441,259.0935872395833,24.317807331532585,0.5858584
523,he95456,195.02913411458334,25.151719485792498,0.48359728
524,he95457,224.9630126953125,24.51373759966919,0.42203125
525,he95458,204.87288411458334,25.072930547874922,0.36346626
526,he95459,89.54908243815105,28.85839545393621,0.47290984
527,he95460,73.42402648925781,29.81506785840851,0.6039886
528,he95461,82.41392517089844,28.848557844102206,0.5658999
529,he95462,88.41294352213542,29.09069396444549,0.6534644
530,he95463,96.85239664713542,28.149363149284863,0.63116765
531,he95480,179.5378214518229,25.710903083319483,0.4499072
532,he95481,165.57930501302084,25.969613120367136,0.4749842
533,he95483,151.66986083984375,26.37693129895453,0.5014526
534,he95484,186.94270833333334,25.31503761785608,0.4480563
535,he95485,100.16375732421875,28.435118312216566,0.5349946
