,image,MSE,PSNR,SSIM
479,he95203,351.9374186197917,22.574050246752684,0.6470976
480,he95225,322.9169921875,22.72546095344666,0.67418313
481,he95226,255.35628255208334,24.05660771436386,0.6900701
482,he95227,315.3318277994792,23.279410541258237,0.6862223
483,he95228,151.38631184895834,26.0614616444275,0.6692333
484,he95251,413.0844319661458,21.919721281067822,0.64395994
485,he95252,171.7820027669271,26.578184294860115,0.7339061
486,he95294,163.8954060872396,26.246298707110185,0.68763876
487,he95314,87.43442789713542,28.399122548006275,0.58062
488,he95315,41.245941162109375,32.27191896582085,0.71171707
489,he95316,98.07045491536458,27.776811925827353,0.6731283
490,he95317,417.5352783203125,21.67594586754295,0.66459686
491,he95318,134.698974609375,27.874586805196184,0.73561937
492,he95319,114.05663045247395,27.66141718655629,0.67411596
493,he95338,64.98317464192708,30.151573666130616,0.4000598
494,he95339,137.198974609375,26.666805691054094,0.5092216
495,he95340,171.3956502278646,25.834000102679493,0.5913153
496,he95341,80.17301940917969,29.688010769164492,0.70937556
497,he95360,141.75977579752603,26.20447146333527,0.7224062
